student_id,register_number,student_name,email,phone,gender,department,course,year,semester,section,academic_year,previous_gpa,previous_percentage,internal_marks,assignment_score,quiz_score,midterm_score,final_exam_score,classes_held,classes_attended,attendance_percentage,study_hours_per_day,assignment_completion_rate,online_learning_hours,library_usage,participation_score,final_score,grade,pass_fail,risk_level
863,AIDS20240863,Kavya Shukla,kavya.shukla63@college.edu,+91-7008958266,Female,AI & Data Science,B.Tech. AI & Data Science,3,6,A,2024-2025,8.16,82.33,26.62,18.37,15.13,31.67,64.0,63,43,68.25,5.61,66.03,1.86,3,84.24,73.92,A,Pass,Low
864,AIDS20250864,Divya Loke,divya.loke44@college.edu,+91-8620515349,Female,AI & Data Science,B.Tech. AI & Data Science,1,2,B,2025-2026,6.29,65.47,32.61,18.42,12.16,29.2,47.11,75,46,61.33,5.98,70.67,1.54,4,54.8,66.34,B+,Pass,Low
865,CE20250865,Varenya Kota,varenya.kota86@college.edu,+91-8928761313,Female,Civil Engineering,B.E. Civil Engineering,2,3,C,2025-2026,8.25,78.67,29.34,16.98,13.13,44.09,42.79,64,46,71.88,5.7,76.77,2.67,4,100.0,70.04,A,Pass,Low
866,IT20240866,Ekta Chatterjee,ekta.chatterjee44@college.edu,+91-9323553486,Female,Information Technology,B.E. Information Technology,1,2,B,2024-2025,6.53,65.87,33.47,22.82,19.1,35.42,48.57,61,50,81.97,5.09,76.29,2.06,5,90.95,75.79,A,Pass,Low
867,ECE20240867,Arya Mannan,arya.mannan99@college.edu,+91-8326492387,Female,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,3,5,A,2024-2025,7.8,78.43,30.48,15.97,10.78,38.04,53.36,77,64,83.12,4.83,52.54,3.19,3,83.64,70.94,A,Pass,Low
868,ME20240868,Sanaya Sahota,sanaya.sahota67@college.edu,+91-7813449059,Female,Mechanical Engineering,B.E. Mechanical Engineering,1,1,C,2024-2025,8.24,76.88,32.68,21.48,12.05,33.15,61.46,84,74,88.1,5.42,63.11,2.8,2,64.48,76.22,A,Pass,Low
869,AIDS20250869,Kritika Dutta,kritika.dutta32@college.edu,+91-9489160101,Female,AI & Data Science,B.Tech. AI & Data Science,1,1,A,2025-2026,7.73,75.23,26.31,20.13,16.94,22.35,47.72,74,67,90.54,4.47,55.07,3.18,0,70.53,63.12,B+,Pass,Low
870,EEE20240870,Nihal Munshi,nihal.munshi3@college.edu,+91-8460102292,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,3,6,C,2024-2025,9.5,97.41,32.73,20.99,17.82,39.37,61.87,73,73,100.0,6.61,96.72,3.03,1,90.15,82.23,A+,Pass,Low
871,AIDS20240871,Girish Dutta,girish.dutta13@college.edu,+91-9326924276,Male,AI & Data Science,B.Tech. AI & Data Science,3,6,B,2024-2025,7.2,74.86,31.34,21.12,19.49,34.17,53.58,65,50,76.92,5.95,85.34,3.76,2,86.88,75.95,A,Pass,Low
872,CSE20250872,Yahvi Varma,yahvi.varma87@college.edu,+91-7726670039,Female,Computer Science Engineering,B.E. Computer Science Engineering,3,5,A,2025-2026,8.17,81.06,31.8,16.54,13.62,39.5,36.2,61,44,72.13,4.08,52.81,1.58,3,69.66,65.97,B+,Pass,Low
873,IT20240873,Vivaan Tara,vivaan.tara13@college.edu,+91-8374567624,Male,Information Technology,B.E. Information Technology,2,3,C,2024-2025,7.76,76.13,23.75,22.96,12.24,35.16,65.6,64,46,71.88,7.24,77.54,2.22,2,50.74,75.37,A,Pass,Low
874,IT20240874,Mitesh Tank,mitesh.tank97@college.edu,+91-9564115326,Male,Information Technology,B.E. Information Technology,3,6,A,2024-2025,6.64,64.23,21.07,14.62,13.25,30.52,49.72,78,49,62.82,2.9,65.73,1.51,1,68.39,61.47,B+,Pass,Medium
875,EEE20240875,Advay Chana,advay.chana71@college.edu,+91-8748380110,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,4,7,B,2024-2025,8.82,87.34,26.81,18.09,19.63,39.4,42.63,62,51,82.26,7.23,72.58,2.16,2,76.28,70.05,A,Pass,Low
876,ECE20240876,Ronith Tiwari,ronith.tiwari72@college.edu,+91-9798389847,Male,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,2,3,B,2024-2025,4.67,50.71,21.01,14.64,16.69,43.81,47.02,85,56,65.88,5.32,39.31,4.03,1,52.55,68.55,B+,Pass,Medium
877,EEE20240877,Vasudha Khosla,vasudha.khosla19@college.edu,+91-8603333719,Female,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,4,8,A,2024-2025,6.93,73.68,28.25,15.63,8.73,48.84,49.13,77,62,80.52,6.41,68.99,3.89,5,88.21,72.09,A,Pass,Low
878,CE20250878,Hritik Pandit,hritik.pandit60@college.edu,+91-9666014714,Male,Civil Engineering,B.E. Civil Engineering,2,4,C,2025-2026,8.64,85.81,30.23,25.0,16.85,27.6,54.16,69,59,85.51,5.87,85.24,2.73,3,67.76,72.62,A,Pass,Low
879,CSE20250879,Arunima Bedi,arunima.bedi88@college.edu,+91-8632746899,Female,Computer Science Engineering,B.E. Computer Science Engineering,1,1,B,2025-2026,5.72,54.47,17.28,25.0,15.64,31.34,58.34,71,53,74.65,7.09,62.38,0.88,4,54.37,69.36,B+,Pass,Medium
880,CSE20240880,Lohit Talwar,lohit.talwar51@college.edu,+91-9999731058,Male,Computer Science Engineering,B.E. Computer Science Engineering,3,5,A,2024-2025,8.27,85.14,32.81,23.66,15.19,40.46,75.0,63,55,87.3,8.96,80.79,2.45,4,86.28,88.7,A+,Pass,Low
881,ME20250881,Vrinda Mangal,vrinda.mangal44@college.edu,+91-9728033887,Female,Mechanical Engineering,B.E. Mechanical Engineering,3,6,A,2025-2026,7.06,72.31,35.96,17.79,16.28,38.82,47.52,68,60,88.24,4.79,81.23,2.47,5,65.2,74.82,A,Pass,Low
882,ME20250882,Aayush Chokshi,aayush.chokshi59@college.edu,+91-9574891590,Male,Mechanical Engineering,B.E. Mechanical Engineering,4,8,A,2025-2026,8.66,89.94,36.3,20.09,18.78,41.46,53.7,70,49,70.0,5.94,73.12,3.36,0,51.85,81.36,A+,Pass,Low
883,ME20250883,Tanveer Desai,tanveer.desai2@college.edu,+91-9889252025,Male,Mechanical Engineering,B.E. Mechanical Engineering,2,3,C,2025-2026,5.87,50.28,25.84,9.58,10.78,43.61,47.94,65,36,55.38,4.12,61.62,2.91,2,67.51,66.32,B+,Pass,Medium
884,ME20240884,Libni Pau,libni.pau84@college.edu,+91-9797168211,Female,Mechanical Engineering,B.E. Mechanical Engineering,4,8,C,2024-2025,8.28,82.67,30.75,22.91,20.0,44.14,65.76,62,56,90.32,4.61,93.03,2.65,3,69.83,87.29,A+,Pass,Low
885,CE20250885,Tamanna Pau,tamanna.pau46@college.edu,+91-8661083050,Female,Civil Engineering,B.E. Civil Engineering,4,7,B,2025-2026,7.69,69.6,34.67,20.97,16.84,32.38,49.04,65,43,66.15,7.06,73.5,2.86,4,54.13,73.22,A,Pass,Low
886,CE20250886,Aradhana Rattan,aradhana.rattan57@college.edu,+91-7040215075,Female,Civil Engineering,B.E. Civil Engineering,1,1,B,2025-2026,6.35,56.99,23.41,15.42,15.72,38.02,42.12,67,53,79.1,5.1,60.28,3.88,3,29.62,64.39,B+,Pass,Medium
887,CE20240887,Ati Hayer,ati.hayer81@college.edu,+91-8302141873,Female,Civil Engineering,B.E. Civil Engineering,3,6,A,2024-2025,8.02,78.69,34.52,19.77,15.7,40.93,62.06,85,68,80.0,6.27,89.82,3.59,3,91.53,82.45,A+,Pass,Low
888,CSE20250888,Pratyush Mani,pratyush.mani91@college.edu,+91-9602866012,Male,Computer Science Engineering,B.E. Computer Science Engineering,4,8,A,2025-2026,6.8,70.01,30.34,10.85,13.63,36.64,44.85,66,52,78.79,5.17,50.12,2.3,0,63.16,65.57,B+,Pass,Low
889,CE20250889,Balhaar Raju,balhaar.raju25@college.edu,+91-9833984422,Male,Civil Engineering,B.E. Civil Engineering,4,7,B,2025-2026,7.22,74.3,29.49,18.75,9.62,41.83,58.55,83,48,57.83,7.1,74.34,1.0,3,53.92,75.29,A,Pass,Medium
890,ME20240890,Yashawini Seshadri,yashawini.seshadri17@college.edu,+91-8115078625,Female,Mechanical Engineering,B.E. Mechanical Engineering,2,3,C,2024-2025,7.1,74.27,26.05,17.33,11.77,34.5,55.29,89,63,70.79,4.06,67.85,2.81,3,44.78,68.9,B+,Pass,Low
891,CSE20240891,Meera Dani,meera.dani89@college.edu,+91-9910847341,Female,Computer Science Engineering,B.E. Computer Science Engineering,3,5,C,2024-2025,6.75,64.64,33.23,17.19,16.32,37.59,53.41,77,58,75.32,6.91,71.07,1.23,3,47.91,75.37,A,Pass,Low
892,ME20240892,Eesha Chatterjee,eesha.chatterjee42@college.edu,+91-8857780247,Female,Mechanical Engineering,B.E. Mechanical Engineering,4,7,B,2024-2025,6.82,67.24,30.37,18.59,16.55,35.09,59.39,87,66,75.86,4.83,75.0,3.72,5,73.38,76.15,A,Pass,Low
893,IT20250893,Ronith Prakash,ronith.prakash6@college.edu,+91-7964427223,Male,Information Technology,B.E. Information Technology,1,2,B,2025-2026,7.74,75.96,31.81,16.88,20.0,36.15,52.55,61,53,86.89,6.79,79.38,3.34,2,88.23,75.26,A,Pass,Low
894,ECE20250894,Omkaar Pau,omkaar.pau11@college.edu,+91-9455946550,Male,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,4,8,A,2025-2026,5.86,56.33,26.92,14.6,11.99,23.05,56.84,85,60,70.59,4.02,60.62,1.7,0,54.05,63.35,B+,Pass,Medium
895,ME20240895,Ekbal Issac,ekbal.issac43@college.edu,+91-8334901018,Male,Mechanical Engineering,B.E. Mechanical Engineering,2,4,A,2024-2025,6.21,56.4,32.94,17.68,16.08,26.84,58.98,62,51,82.26,7.48,71.1,3.91,3,100.0,72.52,A,Pass,Low
896,AIDS20240896,Yashoda Ratti,yashoda.ratti81@college.edu,+91-8435818438,Female,AI & Data Science,B.Tech. AI & Data Science,1,2,B,2024-2025,6.04,55.46,23.82,16.74,12.73,27.37,47.21,86,74,86.05,3.07,59.18,3.89,2,72.17,60.68,B+,Pass,Low
897,AIDS20240897,Yamini Baria,yamini.baria67@college.edu,+91-8016806276,Female,AI & Data Science,B.Tech. AI & Data Science,4,7,B,2024-2025,6.48,69.9,29.76,14.54,14.8,34.74,49.05,90,56,62.22,5.83,62.29,3.96,0,62.28,68.35,B+,Pass,Medium
898,EEE20250898,Aradhana Barad,aradhana.barad11@college.edu,+91-7260648438,Female,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,4,7,C,2025-2026,6.07,61.53,27.59,16.89,11.5,38.63,44.12,89,55,61.8,4.38,59.51,4.47,0,62.03,66.21,B+,Pass,Medium
899,IT20250899,Ekapad Nath,ekapad.nath79@college.edu,+91-9689444996,Male,Information Technology,B.E. Information Technology,1,1,A,2025-2026,7.3,74.56,31.15,19.67,15.65,30.76,59.71,73,44,60.27,3.09,90.3,1.08,0,60.84,74.51,A,Pass,Low
900,ME20250900,Warjas Venkataraman,warjas.venkataraman80@college.edu,+91-8765695439,Male,Mechanical Engineering,B.E. Mechanical Engineering,1,1,B,2025-2026,7.86,82.35,36.88,18.42,13.91,47.52,55.44,67,52,77.61,6.16,83.78,3.15,4,82.08,82.39,A+,Pass,Low
901,CE20250901,Vasatika Dixit,vasatika.dixit80@college.edu,+91-9659574996,Female,Civil Engineering,B.E. Civil Engineering,1,2,B,2025-2026,5.99,64.56,25.48,17.73,16.62,36.74,63.9,63,50,79.37,6.02,75.02,1.97,2,61.45,76.34,A,Pass,Low
902,ME20250902,Yasti Dey,yasti.dey14@college.edu,+91-7441048728,Female,Mechanical Engineering,B.E. Mechanical Engineering,1,2,C,2025-2026,7.26,72.86,37.3,15.93,18.69,37.2,44.11,60,45,75.0,6.37,66.06,1.52,3,79.49,73.55,A,Pass,Low
903,AIDS20250903,Nihal Nagar,nihal.nagar62@college.edu,+91-9666534263,Male,AI & Data Science,B.Tech. AI & Data Science,2,3,C,2025-2026,4.51,42.56,20.21,15.65,7.19,24.59,38.06,74,37,50.0,3.2,49.0,2.73,0,52.05,50.02,B,Pass,High
904,CSE20250904,Gautami Ramaswamy,gautami.ramaswamy66@college.edu,+91-9799051568,Female,Computer Science Engineering,B.E. Computer Science Engineering,1,1,A,2025-2026,8.23,87.07,35.12,18.88,14.46,29.32,61.65,84,72,85.71,5.37,81.43,3.5,2,84.07,75.78,A,Pass,Low
905,EEE20250905,Netra Nayar,netra.nayar38@college.edu,+91-8584112736,Female,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,2,3,B,2025-2026,4.92,52.3,7.25,10.53,2.0,26.0,29.27,60,22,36.67,2.82,35.63,1.57,1,39.5,35.49,F,Fail,High
906,ME20240906,Zehaan Upadhyay,zehaan.upadhyay26@college.edu,+91-7860590754,Male,Mechanical Engineering,B.E. Mechanical Engineering,2,3,A,2024-2025,3.25,33.49,14.9,15.54,5.46,29.41,54.38,80,36,45.0,4.42,49.55,0.73,4,61.2,56.48,B,Pass,High
907,CE20250907,Zinal Suri,zinal.suri60@college.edu,+91-9575959464,Female,Civil Engineering,B.E. Civil Engineering,1,2,A,2025-2026,8.3,83.58,27.03,24.8,11.59,37.06,58.49,82,60,73.17,4.71,71.12,2.63,2,68.51,75.05,A,Pass,Low
908,EEE20250908,Mason Soman,mason.soman59@college.edu,+91-7181213895,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,3,6,B,2025-2026,8.0,81.4,30.09,19.76,20.0,33.3,60.42,75,58,77.33,4.06,74.28,2.05,1,67.74,77.79,A,Pass,Low
909,AIDS20240909,Abhiram Pillay,abhiram.pillay95@college.edu,+91-8423846528,Male,AI & Data Science,B.Tech. AI & Data Science,2,3,B,2024-2025,4.53,46.24,19.99,10.63,4.63,26.85,26.09,85,30,35.29,1.94,43.58,2.94,2,37.96,42.17,C,Pass,High
910,CSE20250910,Noah Choudhary,noah.choudhary46@college.edu,+91-7128924554,Male,Computer Science Engineering,B.E. Computer Science Engineering,4,7,A,2025-2026,4.42,41.72,18.14,14.66,4.1,24.43,52.93,77,23,29.87,5.92,46.64,1.09,0,28.63,53.9,B,Pass,High
911,IT20250911,Sathvik Morar,sathvik.morar4@college.edu,+91-7855226225,Male,Information Technology,B.E. Information Technology,4,7,C,2025-2026,7.15,73.41,28.24,15.69,13.91,34.79,63.55,66,51,77.27,4.87,83.27,2.36,2,44.51,74.4,A,Pass,Low
912,CSE20240912,Agastya Som,agastya.som3@college.edu,+91-7756246771,Male,Computer Science Engineering,B.E. Computer Science Engineering,3,5,B,2024-2025,7.08,71.16,34.98,21.62,17.15,28.88,59.66,86,64,74.42,4.99,79.11,2.75,2,91.97,77.0,A,Pass,Low
913,AIDS20240913,Kevin Kari,kevin.kari27@college.edu,+91-8310275883,Male,AI & Data Science,B.Tech. AI & Data Science,1,1,B,2024-2025,6.89,70.26,36.19,25.0,14.64,39.06,63.43,74,64,86.49,7.55,81.75,3.85,1,93.68,84.55,A+,Pass,Low
914,CE20250914,Ati Srinivasan,ati.srinivasan9@college.edu,+91-7508924953,Female,Civil Engineering,B.E. Civil Engineering,3,5,C,2025-2026,9.18,92.71,33.36,20.98,16.0,46.94,63.03,64,59,92.19,6.44,83.65,3.18,4,83.28,85.96,A+,Pass,Low
915,CSE20250915,Harinakshi Viswanathan,harinakshi.viswanathan41@college.edu,+91-9575044041,Female,Computer Science Engineering,B.E. Computer Science Engineering,2,3,C,2025-2026,8.55,88.49,33.67,19.28,18.17,43.56,64.99,73,68,93.15,7.06,75.21,3.5,5,66.31,85.74,A+,Pass,Low
916,CSE20250916,Sachi Divan,sachi.divan42@college.edu,+91-8061594170,Female,Computer Science Engineering,B.E. Computer Science Engineering,1,1,C,2025-2026,7.12,67.79,33.24,17.38,17.01,37.88,40.56,61,32,52.46,5.79,70.23,1.53,3,60.87,69.95,B+,Pass,Medium
917,IT20240917,Keya Balay,keya.balay85@college.edu,+91-9640917193,Female,Information Technology,B.E. Information Technology,2,4,A,2024-2025,6.97,60.94,26.29,16.83,7.8,20.45,44.21,62,24,38.71,4.77,60.73,2.5,1,45.89,54.63,B,Pass,Medium
918,ECE20250918,Christopher Halder,christopher.halder92@college.edu,+91-8605796870,Male,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,3,6,C,2025-2026,7.8,76.67,27.49,9.41,16.48,36.05,47.04,76,38,50.0,5.44,63.4,2.73,3,39.92,65.73,B+,Pass,Medium
919,ME20250919,Adya Sastry,adya.sastry75@college.edu,+91-9790600319,Female,Mechanical Engineering,B.E. Mechanical Engineering,4,8,B,2025-2026,6.25,61.21,32.05,15.47,11.49,31.7,53.11,61,37,60.66,6.49,49.89,1.87,1,36.9,68.6,B+,Pass,High
920,CSE20240920,Naksh Sahota,naksh.sahota49@college.edu,+91-9454017128,Male,Computer Science Engineering,B.E. Computer Science Engineering,4,7,B,2024-2025,8.7,85.8,24.11,12.39,11.3,27.12,57.08,65,48,73.85,6.44,66.34,2.1,5,88.16,62.86,B+,Pass,Low
921,IT20240921,Faqid Sachar,faqid.sachar67@college.edu,+91-8510002930,Male,Information Technology,B.E. Information Technology,3,5,A,2024-2025,7.38,78.38,27.56,15.5,12.86,34.25,58.67,67,52,77.61,4.92,77.42,1.35,3,46.41,70.91,A,Pass,Low
922,ECE20250922,Harsh Roy,harsh.roy48@college.edu,+91-9136931179,Male,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,3,6,B,2025-2026,5.5,52.68,17.58,17.71,6.77,23.44,28.46,70,24,34.29,3.93,42.08,2.7,0,30.64,44.26,C,Pass,High
923,AIDS20250923,Yamini Sinha,yamini.sinha46@college.edu,+91-7353984828,Female,AI & Data Science,B.Tech. AI & Data Science,2,4,A,2025-2026,3.97,40.07,18.01,12.39,2.66,14.71,40.58,69,25,36.23,3.95,39.98,1.82,3,17.33,41.59,C,Pass,High
924,EEE20240924,Azaan Devi,azaan.devi47@college.edu,+91-7164417306,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,1,2,A,2024-2025,7.02,68.34,29.58,15.99,12.74,37.4,60.41,77,64,83.12,5.1,73.04,2.24,1,90.14,74.44,A,Pass,Low
925,CSE20250925,Hemang Nair,hemang.nair78@college.edu,+91-7592126205,Male,Computer Science Engineering,B.E. Computer Science Engineering,3,6,B,2025-2026,3.57,35.72,15.27,15.13,6.43,21.46,33.67,87,43,49.43,3.06,43.7,1.19,3,39.93,43.35,C,Pass,High
926,ME20250926,Waida Vora,waida.vora52@college.edu,+91-8742719407,Female,Mechanical Engineering,B.E. Mechanical Engineering,3,5,B,2025-2026,7.5,75.51,30.26,15.09,14.12,27.01,45.7,86,63,73.26,5.11,65.37,3.51,3,57.19,63.06,B+,Pass,Low
927,ME20240927,Riya Murthy,riya.murthy30@college.edu,+91-7974641050,Female,Mechanical Engineering,B.E. Mechanical Engineering,1,2,C,2024-2025,5.02,49.0,29.61,19.4,18.25,34.38,45.81,83,56,67.47,3.98,65.94,2.14,3,36.12,70.26,A,Pass,Medium
928,ECE20250928,Gabriel Sharaf,gabriel.sharaf11@college.edu,+91-8344646168,Male,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,2,4,C,2025-2026,8.27,82.58,32.77,19.4,19.68,42.29,50.1,87,63,72.41,6.53,62.77,3.56,1,82.17,78.51,A,Pass,Low
929,CE20250929,Zinal Oommen,zinal.oommen4@college.edu,+91-8609324972,Female,Civil Engineering,B.E. Civil Engineering,4,7,B,2025-2026,8.24,86.41,28.92,18.04,10.75,33.88,58.01,64,46,71.88,5.54,81.71,4.05,3,50.1,71.06,A,Pass,Low
930,CSE20250930,Peter Lalla,peter.lalla54@college.edu,+91-8828450675,Male,Computer Science Engineering,B.E. Computer Science Engineering,3,5,B,2025-2026,4.43,40.99,19.91,14.76,8.45,22.85,44.86,81,39,48.15,1.52,36.03,2.53,3,70.43,52.44,B,Pass,High
931,CE20240931,Warhi Handa,warhi.handa5@college.edu,+91-7597579155,Female,Civil Engineering,B.E. Civil Engineering,3,6,C,2024-2025,7.06,69.83,33.25,25.0,14.36,42.77,62.71,64,52,81.25,6.63,88.2,2.45,5,52.6,84.46,A+,Pass,Low
932,IT20250932,Jatin Mallick,jatin.mallick50@college.edu,+91-7808908473,Male,Information Technology,B.E. Information Technology,4,8,A,2025-2026,9.94,98.23,40.0,24.32,13.53,41.35,75.0,75,70,93.33,6.38,86.09,4.03,1,100.0,92.16,O,Pass,Low
933,EEE20240933,Manthan Kar,manthan.kar71@college.edu,+91-7762941246,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,4,8,A,2024-2025,8.59,79.02,28.14,19.1,10.44,40.35,34.06,61,46,75.41,5.26,79.51,3.0,4,79.28,63.0,B+,Pass,Low
934,EEE20240934,Manthan Mani,manthan.mani50@college.edu,+91-8218987399,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,4,7,A,2024-2025,7.81,80.21,18.98,23.8,15.15,30.23,64.29,66,34,51.52,6.06,54.82,3.02,1,79.76,71.7,A,Pass,Medium
935,ME20250935,Hemang Suresh,hemang.suresh22@college.edu,+91-8403475329,Male,Mechanical Engineering,B.E. Mechanical Engineering,1,2,A,2025-2026,6.93,71.27,29.08,19.07,14.81,26.86,42.37,87,67,77.01,5.4,72.24,2.74,5,60.06,62.77,B+,Pass,Low
936,ECE20250936,Nathan Srinivasan,nathan.srinivasan9@college.edu,+91-8670711748,Male,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,2,3,A,2025-2026,7.85,76.01,21.24,22.44,10.79,38.97,49.49,90,62,68.89,7.16,75.88,4.28,5,76.26,67.57,B+,Pass,Low
937,CSE20250937,Priya Mahal,priya.mahal86@college.edu,+91-9039164674,Female,Computer Science Engineering,B.E. Computer Science Engineering,2,3,B,2025-2026,7.24,75.03,24.46,19.12,12.44,39.12,70.66,65,40,61.54,4.5,70.36,3.67,3,73.27,78.64,A,Pass,Low
938,IT20240938,Maanas Dara,maanas.dara19@college.edu,+91-8914402567,Male,Information Technology,B.E. Information Technology,2,4,B,2024-2025,6.74,66.82,30.07,12.55,15.86,39.16,63.5,62,50,80.65,6.93,64.09,3.46,4,93.39,77.2,A,Pass,Low
939,EEE20250939,Ranveer Rana,ranveer.rana74@college.edu,+91-7167867877,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,2,4,C,2025-2026,8.73,88.7,23.22,21.27,16.45,41.06,62.93,83,73,87.95,6.53,80.04,2.26,0,70.53,78.24,A,Pass,Low
940,ME20250940,Orinder Dhingra,orinder.dhingra23@college.edu,+91-8782638028,Male,Mechanical Engineering,B.E. Mechanical Engineering,4,8,C,2025-2026,7.11,71.24,30.45,18.81,6.92,40.13,61.55,67,50,74.63,4.12,65.85,2.55,1,71.12,75.0,A,Pass,Low
941,EEE20240941,Mohini Basak,mohini.basak13@college.edu,+91-8690290029,Female,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,4,8,B,2024-2025,5.63,54.65,24.49,20.68,14.0,28.61,36.38,82,38,46.34,3.33,52.98,1.49,5,59.27,58.8,B,Pass,Medium
942,CSE20250942,Mitali Brar,mitali.brar9@college.edu,+91-9998076115,Female,Computer Science Engineering,B.E. Computer Science Engineering,2,4,C,2025-2026,8.79,87.15,30.32,22.43,18.36,35.9,61.77,83,71,85.54,6.29,86.72,2.6,3,97.95,80.08,A+,Pass,Low
943,CSE20240943,Prisha Sathe,prisha.sathe10@college.edu,+91-7451936033,Female,Computer Science Engineering,B.E. Computer Science Engineering,4,8,C,2024-2025,3.63,34.34,20.01,7.68,10.23,15.77,27.72,76,23,30.26,4.5,34.28,1.41,3,23.33,39.02,F,Fail,High
944,IT20250944,Kabir Srinivas,kabir.srinivas6@college.edu,+91-8984994253,Male,Information Technology,B.E. Information Technology,4,8,A,2025-2026,8.85,88.93,24.44,20.61,14.96,46.04,66.69,60,56,93.33,3.02,70.71,2.54,0,41.2,82.09,A+,Pass,Low
945,ME20250945,Jalsa Jaggi,jalsa.jaggi51@college.edu,+91-7162240931,Female,Mechanical Engineering,B.E. Mechanical Engineering,4,8,B,2025-2026,5.95,59.79,30.48,14.85,16.3,33.47,52.91,60,41,68.33,3.79,72.35,3.62,2,72.79,70.76,A,Pass,Low
946,ME20250946,Krishna Magar,krishna.magar9@college.edu,+91-7354543653,Male,Mechanical Engineering,B.E. Mechanical Engineering,2,4,C,2025-2026,7.44,74.18,31.33,24.98,17.58,39.63,51.51,77,58,75.32,7.01,86.46,2.73,3,92.52,78.3,A,Pass,Low
947,ME20250947,Ekantika Chopra,ekantika.chopra22@college.edu,+91-7077593439,Female,Mechanical Engineering,B.E. Mechanical Engineering,4,7,B,2025-2026,6.51,66.9,28.47,18.63,13.78,31.97,60.49,79,49,62.03,7.59,71.75,1.99,1,79.57,72.79,A,Pass,Low
948,IT20240948,Kashvi Kibe,kashvi.kibe2@college.edu,+91-9909338437,Female,Information Technology,B.E. Information Technology,1,2,A,2024-2025,6.8,64.39,22.0,13.29,11.88,23.9,54.89,68,49,72.06,3.09,34.74,2.76,1,53.38,59.82,B,Pass,Medium
949,IT20240949,Arya Wali,arya.wali69@college.edu,+91-7928428037,Female,Information Technology,B.E. Information Technology,2,3,C,2024-2025,5.21,49.77,12.42,17.42,7.92,22.28,40.0,74,43,58.11,2.44,38.41,2.53,2,45.51,46.95,C,Pass,High
950,CE20250950,Isaiah Kaul,isaiah.kaul77@college.edu,+91-7020039169,Male,Civil Engineering,B.E. Civil Engineering,1,2,C,2025-2026,6.08,60.43,26.91,23.21,12.88,34.05,62.53,61,47,77.05,3.37,82.93,1.27,4,50.09,75.38,A,Pass,Low
951,CE20240951,Atharv Chaudhry,atharv.chaudhry3@college.edu,+91-8811113558,Male,Civil Engineering,B.E. Civil Engineering,2,3,B,2024-2025,8.15,87.25,36.46,22.8,14.21,48.71,66.83,60,47,78.33,6.3,75.09,2.59,5,100.0,89.99,A+,Pass,Low
952,IT20240952,Triveni Narayanan,triveni.narayanan86@college.edu,+91-7721051498,Female,Information Technology,B.E. Information Technology,2,3,A,2024-2025,7.78,74.49,27.22,22.85,17.9,30.71,33.88,83,50,60.24,5.58,62.15,4.25,1,88.69,62.86,B+,Pass,Low
953,ECE20240953,Vrishti Chaudhry,vrishti.chaudhry70@college.edu,+91-8696786617,Female,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,1,2,B,2024-2025,7.55,77.1,25.72,16.38,11.69,38.37,43.57,90,63,70.0,4.42,66.24,3.24,2,47.97,64.78,B+,Pass,Low
